data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp
370353,434,LBY531,531,2011-06-28,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"BBC Monitoring Newsfile",National,"Libyan television reports NATO bombings on three towns which destroyed ""livestock, crops, infrastructure, civilian and military locations."" No causality numbers provided.",0,1517243930
370354,434,LBY532,532,2011-06-28,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,"BBC Monitoring Newsfile",National,"Libyan television reports NATO bombings on three towns which destroyed ""livestock, crops, infrastructure, civilian and military locations."" No causality numbers provided.",0,1517243930
370355,434,LBY528,528,2011-06-26,2011,2,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Yafran-Jadu,"Az Zawiyah",,"Bir al Ghanam",32.3113,12.5685,1,Reuters,International,"Libyan rebels south of Tripoli have advanced to within about 80 km of the capital and are fighting government troops for control of the town of Bir al-Ghanam. The fighting lasts more than 24 hours. Causalities reported, but not in specific numbers.",0,1517243930
370356,434,LBY527,527,2011-06-25,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Brega,30.4062,19.5739,1,"Agence France Presse",International,"NATO launched a military strike on Brega. Gaddafi forces claim civilian targets were hit, killing 15, however NATO rejects this insisting the targets were military sites.",15,1517243930
370357,434,LBY526,526,2011-06-21,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"Gaddafi forces fire four rockets into Misratahs city centre. It was not immediately clear if anyone was killed or wounded in the attack.",0,1517243930
370358,434,LBY525,525,2011-06-20,2011,1,"Strategic development","NLA: National Liberation Army",,2,,,0,20,"Northern Africa",Libya,"Wadi Al Hayat","Wadi al Hayat",,Ubari,26.5921,12.7805,1,Reuters,International,"Rebel forces shut off a pipeline in southern Libya that supplies Tripoli.",0,1517243930
370359,434,LBY523,523,2011-06-19,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,2,Reuters,International,"Four rebel fighters were reported killed when Gaddafi forces shelled their positions west of the city.",4,1517243930
370360,434,LBY524,524,2011-06-19,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"BBC Monitoring Newsfile",National,"NATO carries out an early morning airstrike on the Suq al-Jumuah district of the city. Libyan state television reported that many buildings were destroyed and fifteen, including two toddlers were killed in the explosions.",15,1517243930
370361,434,LBY522,522,2011-06-17,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Nalut,Nalut,,Nalut,31.8685,10.9812,1,Reuters,International,"Gun battles between forces loyal to Gaddafi and rebels in Libyas northwestern city of Nalut killed at least 8 rebels and wounded 13 more.",8,1517243930
370362,434,LBY521,521,2011-06-16,2011,1,"Remote violence","Military Forces of United Kingdom",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Yafran,32.0633,12.5286,1,"Guardian Unlimited",International,"An RAF Tornado launched a smart bomb, which destroys a Gaddafi Tank. It is unknown if the tank was inhabited by a soldier.",0,1517243930
370363,434,LBY520,520,2011-06-15,2011,1,"Battle-No change of territory","Unidentified Armed Group (Libya)",,3,"Unidentified Armed Group (Libya)",,3,33,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,"Libya Herald",National,"A mass grave with up to 15 bodies has been discovered outside Ajdabiya. The grave, 18 kilometres to the south of the town, contained at least one corpse wearing a uniform. Ajdabiya CID has begun an investigation and is seeking to identify the dead. There has been speculation that the grave dates from the Revolution.",15,1517243930
370364,434,LBY516,516,2011-06-14,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Kiklah,32.0833,12.7,1,Reuters,International,"Forces loyal to Gaddafi flee a town when they are over run by NLA forces.",0,1517243930
370365,434,LBY517,517,2011-06-14,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Al Kufrah","Al Kufrah",,"Al Kufrah",24.1667,23.2696,1,Reuters,International,"NATO bombing hit civilian and military targets, according to state media sources. It said the bombing targeted the al-Rawagha district of the town.",0,1517243930
370366,434,LBY518,518,2011-06-14,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,Reuters,International,"A NATO airstrike hits Tripoli. Plumes of smoke and a fire lit up the sky, the correspondent said after a quiet day in the Libyan capital.",0,1517243930
370367,434,LBY519,519,2011-06-14,2011,1,"Violence against civilians","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Civilians (Libya)",,7,78,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Kiklah,32.0833,12.7,1,Reuters,International,"A NATO strike ahead of a NLA advance hits a bus and kills 12 passengers.",12,1517243930
370368,434,LBY511,511,2011-06-13,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,2,"Agence France Presse",International,"21 NLA fighters killed and many wounded during a clash along the coastal road between Brega and Ajdabiya.",0,1517243930
370369,434,LBY512,512,2011-06-13,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Daily The Pak Banker",International,"Gaddafi forces bomb Misratah. No report of causalities.",0,1517243930
370370,434,LBY513,513,2011-06-13,2011,1,Riots/Protests,"Protesters (Libya)",,6,,,0,60,"Northern Africa",Libya,Sabha,Sabha,,Sabha,27.0377,14.4283,1,"Daily The Pak Banker",International,"Members of a local tribe (name not given) protest Gaddafi.",0,1517243930
370371,434,LBY514,514,2011-06-13,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,Reuters,International,"Nine killed during a Gaddafi bombardment of rockets and artillery on a rebel city.",9,1517243930
370372,434,LBY515,515,2011-06-13,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,"Daily Star",Regional,"Rebels and Gaddafi forces battle for the second consecutive day over an oil town near Tripoli.",0,1517243930
370373,434,LBY508,508,2011-06-12,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,APANEWS,International,"Five killed and 21 injured when Gaddafi forces shell Zlitan after surrounding it the previous day.",5,1517243930
370374,434,LBY509,509,2011-06-12,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,2,"CNN Wire",International,"Six rebels killed in fighting outside of Misratah, most from mortar blasts.",6,1517243930
370375,434,LBY510,510,2011-06-12,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,Reuters,International,"Fighting kills 13 rebel fighters, plus civilians in a small oil town outside Tripoli. The battle began when rebels began an offensive toward Tripoli. Rebel forces are defeated after several hours of fighting.",13,1517243930
370376,434,LBY506,506,2011-06-11,2011,1,"Remote violence","Military Forces of Canada",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"The Canadian Press",International,"Canadian CF-18 bomb strategic locations of Gaddafi positions in Tripoli.",0,1517243930
370377,434,LBY507,507,2011-06-11,2011,1,"Strategic development","Military Forces of Libya (1969-2011)",,1,,,0,10,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,ArabianBusiness.com,Other,"Gaddafi forces surround the rebel city of Zlitan.",0,1517243930
370378,434,LBY503,503,2011-06-10,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Dow Jones News Service",International,"At least 31 killed and 110 wounded during a battle on the outskirts of Misratah.",31,1517243930
370379,434,LBY504,504,2011-06-10,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Surt,Surt,,"Qasral al Hajj",31.0426,16.6928,1,"The Times (UK)",International,"A surprise attack by NLA forces followed by a three hour battle results in a NLA victory. Rebel forces suffered one reported injury. Numbers unknown of Gaddafi forces.",0,1517243930
370380,434,LBY505,505,2011-06-10,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"BBC Monitoring Middle East",National,"Three separate NATO airstrikes on Tripoli positions.",0,1517243930
370381,434,LBY501,501,2011-06-09,2011,2,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,"Al Arabiya",Regional,"Heavy fighting in a small town, 22 rebel fighters reported killed over two days of fighting.",22,1517243930
370382,434,LBY502,502,2011-06-09,2011,1,Riots/Protests,"Military Forces of Libya (1969-2011)",,1,"Protesters (Libya)",,6,16,"Northern Africa",Libya,Ghadamis,Nalut,,Ghadamis,30.1337,9.50072,1,"Al Arabiya",Regional,"The people of a small town came under attack by government forces after they held an anti-government protest. ""Dozens"" killed.",0,1517243930
370383,434,LBY499,499,2011-06-08,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Associated Press Newswires",International,"Gaddafi forces shell the rebel city of Misratah, killing 10 fighters.",10,1517243930
370384,434,LBY500,500,2011-06-08,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Dow Jones Business Newswires",International,"NATO strike hits near a Gaddafis residence in Tripoli early in the morning.",0,1517243930
370385,434,LBY497,497,2011-06-07,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,Reuters,International,"At least 29 killed in 60 airstrikes on Tripoli throughout the course of the day, Libyan state media reports.",29,1517243930
370386,434,LBY498,498,2011-06-07,2011,3,"Violence against civilians","NLA: National Liberation Army",,2,"Civilians (Libya)",,7,27,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,1,"Kitsap Sun",Regional,"Rebel forces have reportedly captured or kidnapped civilians arbitrarily and detained them indefinitely. One killed due to torture. Specific dates not provided.",1,1517243930
370387,434,LBY491,491,2011-06-06,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,2,Reuters,International,"Clashes broke out between Gaddafi and NLA forces 18km outside of Ajdabiya.",0,1517243930
370388,434,LBY492,492,2011-06-06,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Yafran,32.0633,12.5286,1,Reuters,International,"Libyan rebels seized all of the mountain town of Yafran from Gaddafi forces.",0,1517243930
370389,434,LBY493,493,2011-06-06,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,Reuters,International,"NATO blasts hit central Tripoli early in the morning. No report of causalities.",0,1517243930
370390,434,LBY494,494,2011-06-06,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,Reuters,International,"Gaddafi forces shell an NLA held town.",0,1517243930
370391,434,LBY495,495,2011-06-06,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Yafran,32.0633,12.5286,2,Reuters,International,"Gaddafi forces shell a NLA position 40km west of Yafran.",0,1517243930
370392,434,LBY496,496,2011-06-06,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,Reuters,International,"Gaddafi forces shell an NLA controlled town.",0,1517243930
370393,434,LBY487,487,2011-06-05,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Brega,30.4062,19.5739,1,Reuters,International,"A NATO strike hits three Gaddafi military vehicles near Brega.",0,1517243930
